cluster_name,acousticness,instrumentalness,speechiness,popularity
Acoustic Instrumental,0.723,1.55e-05,0.0654,53
Instrumental Focus,0.0663,2.62e-05,0.073,47
Instrumental Focus,0.319,0.000118,0.0564,38
Acoustic Instrumental,0.502,2.33e-06,0.062,43
Acoustic Instrumental,0.87,0.896,0.0642,38
Acoustic Instrumental,0.33,0.976,0.0716,36
Acoustic Instrumental,0.743,0.292,0.0332,37
Acoustic Instrumental,0.0277,0.738,0.0822,35
Instrumental Focus,0.0621,0.000385,0.119,34
Instrumental Focus,0.209,3.64e-06,0.123,38
Acoustic Instrumental,0.722,1e-05,0.144,43
Instrumental Focus,0.224,4.74e-06,0.0589,50
Instrumental Focus,0.138,2.37e-05,0.117,39
Instrumental Focus,0.138,2.37e-05,0.117,35
Instrumental Focus,0.13,8.72e-06,0.119,28
Instrumental Focus,0.0304,0.0112,0.151,27
Acoustic Instrumental,0.0981,3.84e-06,0.185,51
Acoustic Instrumental,0.375,0.000101,0.0639,49
Acoustic Instrumental,0.283,0.519,0.0863,33
Acoustic Instrumental,0.142,0.000133,0.239,56
Instrumental Focus,0.285,2.27e-06,0.0908,58
Acoustic Instrumental,0.202,0.00012,0.26,50
Acoustic Instrumental,0.198,0.000107,0.218,46
Instrumental Focus,0.285,2.03e-06,0.089,52
Acoustic Instrumental,0.477,0.000723,0.221,46
Acoustic Instrumental,0.277,2.22e-06,0.147,47
Acoustic Instrumental,0.145,5.5e-06,0.203,32
Acoustic Instrumental,0.476,0.000754,0.242,29
Acoustic Instrumental,0.141,0.000134,0.239,31
Instrumental Focus,0.17,0.00742,0.0727,32
Instrumental Focus,0.00477,2.01e-05,0.0325,30
Acoustic Instrumental,0.418,3.9e-06,0.0644,31
Acoustic Instrumental,0.168,1.67e-06,0.192,29
Acoustic Instrumental,0.278,2.11e-06,0.147,41
Acoustic Instrumental,0.169,1.79e-06,0.191,29
Instrumental Focus,0.136,3.3e-06,0.0636,27
Instrumental Focus,0.0267,0.00195,0.0652,27
Acoustic Instrumental,0.119,1.97e-05,0.25,46
Acoustic Instrumental,0.465,8.95e-06,0.0412,34
Acoustic Instrumental,0.465,8.95e-06,0.0412,26
Acoustic Instrumental,0.119,1.97e-05,0.25,26
Acoustic Instrumental,0.247,7.39e-05,0.183,30
Instrumental Focus,0.0227,0.000627,0.0801,26
Instrumental Focus,0.121,9.15e-05,0.0576,38
Acoustic Instrumental,0.519,4.28e-05,0.253,36
Instrumental Focus,0.0772,8.77e-06,0.125,42
Acoustic Instrumental,0.397,4.82e-06,0.0929,33
Instrumental Focus,0.245,3.87e-05,0.072,35
Acoustic Instrumental,0.462,0.149,0.0287,34
Acoustic Instrumental,0.0132,0.746,0.04,31
Instrumental Focus,0.0534,1.58e-05,0.0413,31
Instrumental Focus,0.0104,8.09e-06,0.142,46
Acoustic Instrumental,0.932,0.008,0.0518,29
Acoustic Instrumental,0.0651,0.563,0.0324,29
Instrumental Focus,0.0354,1.29e-06,0.048,35
Acoustic Instrumental,0.858,0.424,0.0297,28
Instrumental Focus,0.274,0.00035,0.054,30
Acoustic Instrumental,0.562,0.00766,0.0333,32
Instrumental Focus,0.0284,2.63e-06,0.0311,58
Instrumental Focus,0.334,3.7e-05,0.0536,64
Instrumental Focus,0.333,3.65e-05,0.0583,57
Instrumental Focus,0.071,1.99e-05,0.0611,54
Acoustic Instrumental,0.469,0.000228,0.33,56
Acoustic Instrumental,0.777,2.77e-05,0.0298,52
Acoustic Instrumental,0.473,0.000242,0.343,55
Instrumental Focus,0.114,0.00806,0.0468,52
Instrumental Focus,0.157,1.2e-05,0.137,35
Instrumental Focus,0.11,0.00647,0.0466,54
Acoustic Instrumental,0.132,0.265,0.452,46
Instrumental Focus,0.163,4.26e-06,0.0567,30
Acoustic Instrumental,0.534,6.09e-05,0.385,30
Instrumental Focus,0.031,5.27e-05,0.0309,28
Acoustic Instrumental,0.331,4.94e-05,0.182,31
Acoustic Instrumental,0.684,6.36e-06,0.18,29
Acoustic Instrumental,0.505,0.00116,0.0261,26
Instrumental Focus,0.0284,2.63e-06,0.0311,57
Acoustic Instrumental,0.305,0.918,0.115,51
Acoustic Instrumental,0.302,0.926,0.118,47
Instrumental Focus,0.0594,0.000198,0.13,43
Instrumental Focus,0.157,2.96e-06,0.0556,40
Acoustic Instrumental,0.0187,0.754,0.125,39
Instrumental Focus,0.00841,0.0887,0.0841,39
Instrumental Focus,0.0594,0.000198,0.13,39
Instrumental Focus,0.157,2.96e-06,0.0556,44
Acoustic Instrumental,0.306,0.901,0.0748,34
Instrumental Focus,0.031,5.27e-05,0.0309,37
Acoustic Instrumental,0.0408,0.894,0.037,33
Acoustic Instrumental,0.726,4.93e-06,0.0323,35
Instrumental Focus,0.28,0.000131,0.0544,31
Acoustic Instrumental,0.527,1.23e-05,0.0481,26
Instrumental Focus,0.0284,2.63e-06,0.0311,57
Acoustic Instrumental,0.305,0.918,0.115,51
Acoustic Instrumental,0.302,0.926,0.118,47
Instrumental Focus,0.0594,0.000198,0.13,43
Instrumental Focus,0.157,2.96e-06,0.0556,40
Acoustic Instrumental,0.0187,0.754,0.125,39
Instrumental Focus,0.00841,0.0887,0.0841,39
Instrumental Focus,0.0594,0.000198,0.13,39
Instrumental Focus,0.157,2.96e-06,0.0556,44
Acoustic Instrumental,0.306,0.901,0.0748,34
Instrumental Focus,0.031,5.27e-05,0.0309,37
Acoustic Instrumental,0.0408,0.894,0.037,33
Acoustic Instrumental,0.726,4.93e-06,0.0323,35
Instrumental Focus,0.28,0.000131,0.0544,31
Acoustic Instrumental,0.527,1.23e-05,0.0481,26
Instrumental Focus,0.0475,0.000293,0.031,27
Instrumental Focus,0.257,0.0019,0.0312,59
Instrumental Focus,0.163,0.000796,0.0325,61
Instrumental Focus,0.303,0.00145,0.0457,51
Instrumental Focus,0.319,5.01e-06,0.105,53
Instrumental Focus,0.266,4.28e-06,0.0538,54
Instrumental Focus,0.134,0.000233,0.0768,44
Instrumental Focus,0.31,0.000226,0.0467,28
Instrumental Focus,0.0767,0.2,0.0692,26
Instrumental Focus,0.327,3.28e-06,0.105,39
Instrumental Focus,0.0155,1.97e-05,0.0696,36
Acoustic Instrumental,0.359,0.92,0.0365,31
Acoustic Instrumental,0.933,0.905,0.0348,37
Instrumental Focus,0.134,1.32e-06,0.0337,35
Instrumental Focus,0.00707,0.00113,0.0523,27
Instrumental Focus,0.292,0.0238,0.0307,31
Instrumental Focus,0.292,0.0238,0.0307,39
Acoustic Instrumental,0.0169,0.749,0.0289,26
Instrumental Focus,0.253,0.00206,0.031,35
Acoustic Instrumental,0.613,0.00268,0.0702,30
Acoustic Instrumental,0.662,0.00419,0.0316,49
Instrumental Focus,0.208,5e-06,0.0817,42
Instrumental Focus,0.257,0.0019,0.0312,52
Instrumental Focus,0.0229,0.00318,0.0483,37
Instrumental Focus,0.235,0.00499,0.0453,37
Instrumental Focus,0.163,0.000796,0.0325,38
Acoustic Instrumental,0.072,0.00053,0.202,30
Acoustic Instrumental,0.822,8.13e-05,0.0376,40
Acoustic Instrumental,0.481,2.49e-05,0.039,29
Acoustic Instrumental,0.326,0.00969,0.0233,31
Acoustic Instrumental,0.437,0.00129,0.0365,32
Acoustic Instrumental,0.703,0.00502,0.0299,29
Acoustic Instrumental,0.484,0.00108,0.0321,37
Acoustic Instrumental,0.801,0.000591,0.0298,34
Acoustic Instrumental,0.0496,0.891,0.0296,42
Acoustic Instrumental,0.00487,0.487,0.0342,36
Acoustic Instrumental,0.244,6.45e-06,0.235,30
Instrumental Focus,0.124,0.164,0.115,26
Instrumental Focus,0.0159,0.00138,0.0549,30
Acoustic Instrumental,0.0316,0.921,0.0303,27
Instrumental Focus,0.29,0.00555,0.0588,54
Instrumental Focus,0.0159,0.000915,0.0564,55
Acoustic Instrumental,0.422,2.82e-06,0.0726,45
Instrumental Focus,0.0604,2.54e-05,0.0362,52
Instrumental Focus,0.0575,0.0238,0.0463,49
Instrumental Focus,0.331,0.00188,0.0896,49
Instrumental Focus,0.167,0.00116,0.0321,49
Instrumental Focus,0.172,7.79e-06,0.043,27
Instrumental Focus,0.0575,0.0238,0.0463,37
Instrumental Focus,0.0154,1.91e-05,0.0695,45
Instrumental Focus,0.374,0.00322,0.131,41
Instrumental Focus,0.123,0.16,0.116,47
Acoustic Instrumental,0.664,0.000339,0.277,34
Acoustic Instrumental,0.387,3.97e-05,0.0681,37
Instrumental Focus,0.0576,7.09e-06,0.131,30
Instrumental Focus,0.0159,0.00138,0.0549,37
Acoustic Instrumental,0.386,3.06e-06,0.0398,37
Instrumental Focus,0.273,4.93e-05,0.0331,44
Instrumental Focus,0.0159,0.000927,0.0564,31
Instrumental Focus,0.0486,2.27e-05,0.0501,28
Instrumental Focus,0.259,0.0165,0.073,26
Instrumental Focus,0.035,0.00684,0.0313,60
Instrumental Focus,0.281,1.09e-06,0.0441,53
Acoustic Instrumental,0.67,9.19e-05,0.0343,57
Instrumental Focus,0.223,0.00387,0.0381,49
Acoustic Instrumental,0.0175,1.43e-05,0.191,49
Instrumental Focus,0.0467,2.33e-05,0.0327,31
Instrumental Focus,0.118,0.0123,0.0385,42
Instrumental Focus,0.0761,0.169,0.0475,40
Instrumental Focus,0.0772,0.192,0.0691,43
Acoustic Instrumental,0.00364,0.903,0.0671,35
Acoustic Instrumental,0.923,3.4e-05,0.0321,36
Acoustic Instrumental,0.801,0.000591,0.0298,42
Acoustic Instrumental,0.452,0.0117,0.0294,46
Instrumental Focus,0.197,7.32e-06,0.0532,46
Acoustic Instrumental,0.751,1.99e-05,0.0483,40
Acoustic Instrumental,0.403,4.22e-06,0.211,41
Instrumental Focus,0.000795,0.336,0.0319,35
Instrumental Focus,0.00194,0.437,0.0347,37
Instrumental Focus,0.119,0.00204,0.0693,28
Acoustic Instrumental,0.161,1.09e-05,0.378,38
Acoustic Instrumental,0.411,2.62e-06,0.266,41
Instrumental Focus,0.138,0.0523,0.043,41
Acoustic Instrumental,0.452,0.0117,0.0294,42
Acoustic Instrumental,0.666,0.0132,0.0374,41
Instrumental Focus,0.37,0.000188,0.103,40
Acoustic Instrumental,0.000588,0.775,0.066,30
Instrumental Focus,0.0471,0.00745,0.0369,30
Instrumental Focus,0.197,7.32e-06,0.0532,30
Instrumental Focus,0.298,0.00956,0.0359,29
Acoustic Instrumental,0.898,0.895,0.0296,27
Instrumental Focus,0.27,0.00021,0.0515,35
Acoustic Instrumental,0.0135,0.048,0.163,27
Acoustic Instrumental,0.193,0.00471,0.278,27
Acoustic Instrumental,0.66,3.01e-06,0.04,30
Instrumental Focus,0.218,0.0114,0.0646,31
Instrumental Focus,0.0954,3.78e-05,0.0315,44
Instrumental Focus,0.000301,2.52e-05,0.0533,49
Acoustic Instrumental,0.501,0.911,0.0307,42
Instrumental Focus,0.00194,0.437,0.0347,43
Instrumental Focus,0.000795,0.336,0.0319,43
Acoustic Instrumental,0.732,0.000416,0.031,42
Instrumental Focus,0.0639,0.00373,0.0407,46
Acoustic Instrumental,0.387,3.97e-05,0.0682,45
Acoustic Instrumental,0.359,6.64e-05,0.0374,36
Instrumental Focus,0.0265,0.00852,0.0391,55
Acoustic Instrumental,0.664,0.000339,0.277,60
Acoustic Instrumental,0.25,0.908,0.0293,51
Instrumental Focus,0.119,0.00204,0.0693,51
Acoustic Instrumental,0.432,0.00379,0.157,54
Acoustic Instrumental,0.82,0.00544,0.0403,56
Instrumental Focus,0.168,0.148,0.0485,52
Instrumental Focus,0.00265,0.331,0.0357,44
Instrumental Focus,0.147,0.00303,0.0421,44
Acoustic Instrumental,0.495,0.000117,0.0398,41
Acoustic Instrumental,0.234,0.119,0.197,47
Acoustic Instrumental,0.666,0.0132,0.0374,48
Instrumental Focus,0.138,0.0523,0.043,44
Instrumental Focus,0.121,0.000259,0.0698,40
Instrumental Focus,0.198,0.164,0.0461,29
Acoustic Instrumental,0.477,0.000124,0.281,26
Instrumental Focus,0.223,0.000507,0.0327,60
Instrumental Focus,0.0301,0.0609,0.033,58
Instrumental Focus,0.256,0.00189,0.0309,62
Acoustic Instrumental,0.923,3.35e-05,0.0321,63
Instrumental Focus,0.304,0.0387,0.0928,52
Acoustic Instrumental,0.481,2.49e-05,0.039,64
Instrumental Focus,0.0586,0.0047,0.0367,63
Instrumental Focus,0.29,0.00564,0.0588,61
Instrumental Focus,0.035,0.00684,0.0313,60
Acoustic Instrumental,0.778,2.05e-06,0.0315,52
Instrumental Focus,0.127,0.00191,0.0378,44
Instrumental Focus,0.0604,0.0155,0.0451,44
Instrumental Focus,0.118,0.0123,0.0385,53
Instrumental Focus,0.0761,0.169,0.0475,53
Acoustic Instrumental,0.67,9.19e-05,0.0343,59
Instrumental Focus,0.0754,0.000762,0.0381,54
Instrumental Focus,0.339,0.00442,0.0878,50
Instrumental Focus,0.0484,2.36e-05,0.05,43
Instrumental Focus,0.0127,0.0231,0.0398,38
Instrumental Focus,0.11,0.00852,0.0383,48
Instrumental Focus,0.0772,0.192,0.0691,45
Instrumental Focus,0.269,8.97e-05,0.0269,51
Acoustic Instrumental,0.633,0.00262,0.0444,52
Acoustic Instrumental,0.662,6.22e-05,0.0296,35
Instrumental Focus,0.0745,5.28e-05,0.0462,40
Instrumental Focus,0.0162,0.00192,0.0536,33
Acoustic Instrumental,0.479,0.206,0.0292,37
Instrumental Focus,0.0147,0.0718,0.067,32
Instrumental Focus,0.0669,0.0168,0.0423,28
Instrumental Focus,0.185,0.22,0.0431,30
Instrumental Focus,0.0722,0.271,0.0458,37
Instrumental Focus,0.099,0.000347,0.0936,29
Acoustic Instrumental,0.4,0.000844,0.113,34
Acoustic Instrumental,0.332,0.00654,0.0323,32
Acoustic Instrumental,0.507,5.11e-06,0.0553,26
Acoustic Instrumental,0.343,4.17e-06,0.218,31
Instrumental Focus,0.222,0.0261,0.0489,27
Acoustic Instrumental,0.529,0.0234,0.04,29
Instrumental Focus,0.118,0.0449,0.0435,34
Acoustic Instrumental,0.421,0.00251,0.045,28
Instrumental Focus,0.232,0.154,0.0358,28
Acoustic Instrumental,0.503,0.00395,0.166,30
Instrumental Focus,0.235,2.24e-06,0.0332,28
Acoustic Instrumental,0.51,0.00579,0.0288,55
Acoustic Instrumental,0.185,0.000139,0.149,59
Acoustic Instrumental,0.0706,0.000561,0.203,56
Instrumental Focus,0.163,0.000781,0.0332,58
Instrumental Focus,0.166,0.00113,0.0321,51
Instrumental Focus,0.00844,0.219,0.0446,45
Acoustic Instrumental,0.751,1.99e-05,0.0483,43
Instrumental Focus,0.283,0.198,0.0756,35
Acoustic Instrumental,0.341,0.000279,0.0298,42
Acoustic Instrumental,0.418,0.00224,0.0307,45
Acoustic Instrumental,0.548,0.00429,0.0483,40
Instrumental Focus,0.298,0.00956,0.0359,33
Instrumental Focus,0.0392,0.0017,0.0354,33
Instrumental Focus,0.0626,0.0146,0.0693,33
Instrumental Focus,0.254,0.0403,0.0687,33
Instrumental Focus,0.218,0.0114,0.0646,36
Instrumental Focus,0.283,0.00124,0.0587,27
Instrumental Focus,0.209,0.0446,0.073,29
Acoustic Instrumental,0.486,0.00102,0.0321,67
Acoustic Instrumental,0.418,2.23e-05,0.0742,67
Acoustic Instrumental,0.37,0.0165,0.0322,60
Instrumental Focus,0.0159,0.000927,0.0564,52
Instrumental Focus,0.00958,0.000477,0.043,55
Instrumental Focus,0.331,0.00195,0.0895,53
Instrumental Focus,0.124,0.164,0.115,47
Instrumental Focus,0.184,0.00587,0.108,50
Acoustic Instrumental,0.181,2.35e-06,0.173,45
Instrumental Focus,0.178,6.39e-05,0.0468,32
Acoustic Instrumental,0.425,1.1e-06,0.0419,35
Instrumental Focus,0.031,0.121,0.0365,62
Acoustic Instrumental,0.729,2.9e-06,0.0369,59
Acoustic Instrumental,0.394,0.000358,0.0553,50
Instrumental Focus,0.202,0.00859,0.0427,50
Acoustic Instrumental,0.374,0.0514,0.0612,53
Instrumental Focus,0.17,0.00132,0.126,52
Instrumental Focus,0.251,0.00855,0.127,43
Instrumental Focus,0.344,4.57e-05,0.078,44
Acoustic Instrumental,0.00306,0.847,0.0453,36
Acoustic Instrumental,0.0281,0.000121,0.17,48
Acoustic Instrumental,0.0122,0.643,0.071,36
Instrumental Focus,0.0312,0.24,0.0504,35
Acoustic Instrumental,0.486,0.0598,0.267,40
Instrumental Focus,0.293,1.83e-06,0.0615,34
Instrumental Focus,0.295,0.00118,0.0565,30
Instrumental Focus,0.146,0.00207,0.102,27
Instrumental Focus,0.19,0.000918,0.0807,44
Instrumental Focus,0.107,0.104,0.0461,29
Instrumental Focus,0.0399,0.00056,0.104,26
Acoustic Instrumental,0.511,2.95e-05,0.0774,38
Instrumental Focus,0.159,5.38e-05,0.0453,33
Instrumental Focus,0.0978,0.00057,0.0295,43
Acoustic Instrumental,0.479,0.000228,0.0934,62
Acoustic Instrumental,0.52,0.000187,0.115,59
Instrumental Focus,0.0475,0.00158,0.065,47
Instrumental Focus,0.0729,0.00452,0.0633,45
Instrumental Focus,0.0741,0.00509,0.0331,42
Instrumental Focus,0.193,5.85e-06,0.0381,37
Instrumental Focus,0.161,0.00451,0.0821,36
Instrumental Focus,0.0323,3.15e-05,0.137,29
Acoustic Instrumental,0.656,0.00971,0.106,39
Instrumental Focus,0.305,2.08e-05,0.0432,59
Instrumental Focus,0.175,5.98e-06,0.0437,40
Instrumental Focus,0.174,0.00363,0.104,44
Acoustic Instrumental,0.143,0.0717,0.351,53
Instrumental Focus,0.0754,0.00752,0.084,32
Instrumental Focus,0.0347,0.00175,0.0406,51
Instrumental Focus,0.0982,0.00256,0.121,48
Instrumental Focus,0.317,1.5e-05,0.043,40
Instrumental Focus,0.164,7.93e-06,0.0347,35
Instrumental Focus,0.337,1.57e-06,0.114,38
Acoustic Instrumental,0.152,0.0464,0.459,34
Instrumental Focus,0.2,0.00304,0.0996,28
Instrumental Focus,0.178,3.55e-05,0.0663,39
Instrumental Focus,0.172,7.79e-06,0.043,40
Instrumental Focus,0.00396,0.0914,0.0664,34
Acoustic Instrumental,0.158,0.0506,0.434,33
Instrumental Focus,0.321,1.46e-05,0.0461,41
Instrumental Focus,0.086,0.00699,0.0896,28
Instrumental Focus,0.147,7.5e-05,0.0329,31
Instrumental Focus,0.197,0.00238,0.0857,27
Instrumental Focus,0.0722,7.74e-05,0.106,36
Acoustic Instrumental,0.371,0.00759,0.334,27
Acoustic Instrumental,0.252,0.000264,0.174,41
Acoustic Instrumental,0.354,0.000115,0.0454,42
Instrumental Focus,0.0862,0.0303,0.0614,40
Instrumental Focus,0.101,1.37e-05,0.102,30
Acoustic Instrumental,0.706,3.28e-06,0.0361,29
Acoustic Instrumental,0.803,3.87e-05,0.0352,28
Acoustic Instrumental,0.686,0.000778,0.0282,32
Acoustic Instrumental,0.498,3.76e-06,0.0617,61
Acoustic Instrumental,0.00238,0.646,0.0293,37
Acoustic Instrumental,0.353,0.000655,0.0634,58
Acoustic Instrumental,0.355,0.000108,0.0486,45
Acoustic Instrumental,0.253,0.000957,0.184,57
Acoustic Instrumental,0.254,0.000219,0.173,39
Instrumental Focus,0.00319,0.0089,0.0306,34
Instrumental Focus,0.0916,3.64e-05,0.0823,42
Instrumental Focus,0.0991,7.41e-06,0.104,31
Acoustic Instrumental,0.374,0.000136,0.265,31
Acoustic Instrumental,0.357,0.000168,0.292,38
Instrumental Focus,0.00577,0.0228,0.0351,32
Instrumental Focus,0.0303,1.47e-05,0.0794,29
Acoustic Instrumental,0.0335,0.889,0.0592,35
Instrumental Focus,0.045,0.148,0.0618,28
Instrumental Focus,0.00907,0.000145,0.0341,48
Instrumental Focus,0.312,5.18e-05,0.0446,39
Acoustic Instrumental,0.448,0.000224,0.06,31
Acoustic Instrumental,0.372,2.05e-05,0.0637,31
Instrumental Focus,0.126,0.000258,0.11,32
Instrumental Focus,0.0798,0.00221,0.0486,31
Instrumental Focus,0.141,0.000673,0.0386,51
Instrumental Focus,0.257,4.43e-05,0.0725,44
Instrumental Focus,0.0166,0.00442,0.0887,43
Instrumental Focus,0.0423,0.000287,0.0974,37
Acoustic Instrumental,0.471,1.94e-06,0.0506,40
Instrumental Focus,0.138,1.05e-05,0.0516,34
Acoustic Instrumental,0.517,0.0231,0.0826,56
Acoustic Instrumental,0.489,0.014,0.0663,47
Acoustic Instrumental,0.469,0.000209,0.0358,48
Instrumental Focus,0.0867,0.0986,0.11,46
Acoustic Instrumental,0.684,0.000539,0.0547,40
Instrumental Focus,0.287,1.53e-05,0.0339,39
Acoustic Instrumental,0.796,0.000434,0.272,47
Acoustic Instrumental,0.618,0.0624,0.0383,32
Acoustic Instrumental,0.458,2.62e-06,0.0338,35
Acoustic Instrumental,0.512,0.0164,0.0775,39
Acoustic Instrumental,0.796,0.000351,0.224,35
Acoustic Instrumental,0.489,0.014,0.0663,26
Instrumental Focus,0.221,0.0266,0.088,26
Acoustic Instrumental,0.575,0.0451,0.0869,28
Acoustic Instrumental,0.532,0.000422,0.17,40
Instrumental Focus,0.0478,0.00555,0.0912,27
Acoustic Instrumental,0.317,0.000447,0.227,26
Acoustic Instrumental,0.374,0.00184,0.0547,31
Acoustic Instrumental,0.519,4.17e-06,0.0511,43
Acoustic Instrumental,0.457,2.54e-06,0.034,57
Instrumental Focus,0.151,0.0141,0.128,52
Acoustic Instrumental,0.325,7.51e-06,0.292,34
Acoustic Instrumental,0.325,8.6e-06,0.303,30
Instrumental Focus,0.0351,0.00116,0.0537,46
Instrumental Focus,0.0874,0.000445,0.0965,39
Acoustic Instrumental,0.454,0.000673,0.0448,45
Instrumental Focus,0.268,1.48e-06,0.0305,31
Acoustic Instrumental,0.454,0.000673,0.0448,55
Instrumental Focus,0.0874,0.000445,0.0965,40
Acoustic Instrumental,0.0399,0.177,0.21,38
Acoustic Instrumental,0.522,0.000136,0.0295,36
Acoustic Instrumental,0.169,2.64e-05,0.208,57
Instrumental Focus,0.000459,0.135,0.0386,51
Acoustic Instrumental,0.464,1.91e-06,0.0345,37
Acoustic Instrumental,0.229,0.843,0.0269,34
Instrumental Focus,0.0302,3.87e-05,0.0417,44
Instrumental Focus,0.301,0.000214,0.0831,32
Instrumental Focus,0.135,1.68e-05,0.096,37
Instrumental Focus,0.191,7.3e-06,0.0368,34
Acoustic Instrumental,0.475,1.56e-05,0.0534,29
Acoustic Instrumental,0.406,1.55e-05,0.0335,42
Instrumental Focus,0.142,0.142,0.0411,28
Instrumental Focus,0.22,0.0285,0.111,40
Acoustic Instrumental,0.699,4.65e-05,0.0353,30
Instrumental Focus,0.0439,0.000215,0.0341,60
Acoustic Instrumental,0.0648,0.00071,0.266,59
Acoustic Instrumental,0.0904,4.74e-06,0.165,55
Acoustic Instrumental,0.356,0.00272,0.0335,44
Instrumental Focus,0.268,1.48e-06,0.0305,39
Instrumental Focus,0.0193,2.06e-06,0.0843,36
Instrumental Focus,0.22,0.0045,0.0287,34
Instrumental Focus,0.176,0.000322,0.0461,30
Instrumental Focus,0.0372,0.00145,0.0361,36
Instrumental Focus,0.0418,0.000608,0.0781,33
Instrumental Focus,0.0161,5.65e-05,0.0334,31
Instrumental Focus,0.149,2.35e-05,0.0339,34
Acoustic Instrumental,0.169,2.64e-05,0.208,28
Instrumental Focus,0.164,2.89e-06,0.0261,30
Acoustic Instrumental,0.406,0.000435,0.0301,27
Instrumental Focus,0.239,7.41e-06,0.0336,26
Acoustic Instrumental,0.0906,4.44e-06,0.155,30
Instrumental Focus,0.248,1.51e-05,0.119,26
Instrumental Focus,0.295,5.74e-06,0.031,53
Instrumental Focus,0.0632,1.09e-05,0.0384,44
Instrumental Focus,0.0189,1.1e-05,0.0305,45
Instrumental Focus,0.0478,0.00745,0.0344,36
Instrumental Focus,0.0548,2.62e-05,0.0288,33
Instrumental Focus,0.0332,0.0941,0.0313,40
Instrumental Focus,0.0382,2.59e-05,0.0786,31
Acoustic Instrumental,0.356,0.00272,0.0335,53
Instrumental Focus,0.0726,1.07e-05,0.0376,55
Acoustic Instrumental,0.677,1.2e-06,0.0913,57
Acoustic Instrumental,0.00301,0.832,0.0447,42
Acoustic Instrumental,0.00278,0.776,0.0421,38
Instrumental Focus,0.279,9.56e-05,0.0614,50
Instrumental Focus,0.139,0.000562,0.0356,47
Instrumental Focus,0.296,4.69e-05,0.0258,46
Instrumental Focus,0.225,0.000279,0.0404,53
Instrumental Focus,0.0439,0.000215,0.0341,59
Instrumental Focus,0.286,0.0016,0.0365,61
Acoustic Instrumental,0.699,4.65e-05,0.0353,63
Instrumental Focus,0.0858,0.000149,0.0499,56
Instrumental Focus,0.118,0.000218,0.0561,45
Instrumental Focus,0.0351,0.00116,0.0537,52
Instrumental Focus,0.154,2.55e-05,0.108,51
Acoustic Instrumental,0.362,0.000138,0.0259,49
Acoustic Instrumental,0.618,2.73e-06,0.0373,50
Acoustic Instrumental,0.62,0.936,0.0307,39
Acoustic Instrumental,0.0713,0.755,0.0712,36
Acoustic Instrumental,0.557,4.07e-05,0.0421,41
Instrumental Focus,0.0546,2.69e-05,0.0569,44
Instrumental Focus,0.0586,2.92e-06,0.068,38
Acoustic Instrumental,0.406,1.55e-05,0.0335,47
Acoustic Instrumental,0.229,0.843,0.0269,33
Instrumental Focus,0.248,1.51e-05,0.119,43
Acoustic Instrumental,0.126,0.848,0.0335,29
Acoustic Instrumental,0.336,5.42e-06,0.0245,33
Acoustic Instrumental,0.583,0.616,0.037,26
Acoustic Instrumental,0.851,1.44e-06,0.0254,33
Instrumental Focus,0.306,4.85e-05,0.0286,60
Acoustic Instrumental,0.412,4.97e-06,0.0327,58
Acoustic Instrumental,0.569,0.000371,0.0274,59
Instrumental Focus,0.116,1.38e-05,0.0442,55
